referrer,views_total,views_unique
github.com,54,11
Google,44,6
cn.bing.com,5,3
pscf.cems.umn.edu,4,3
com.google.android.gm,2,1
DuckDuckGo,1,1
pubs.aip.org,1,1
pubs.acs.org,1,1
