referrer,views_total,views_unique
Google,28,8
github.com,26,6
pscf.cems.umn.edu,4,4
chatgpt.com,2,2
chat-ai.tu-clausthal.de,2,1
Bing,1,1
vertexaisearch.cloud.google,1,1
