time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-09 00:00:00+00:00,1,1,13.0,5.0
2025-09-10 00:00:00+00:00,6,6,20.0,6.0
2025-09-11 00:00:00+00:00,7,7,6.0,2.0
2025-09-12 00:00:00+00:00,10,8,4.0,4.0
2025-09-13 00:00:00+00:00,25,22,,
2025-09-14 00:00:00+00:00,4,4,,
2025-09-15 00:00:00+00:00,3,3,24.0,4.0
2025-09-16 00:00:00+00:00,6,4,6.0,4.0
2025-09-17 00:00:00+00:00,3,3,18.0,4.0
2025-09-18 00:00:00+00:00,12,6,23.0,5.0
2025-09-19 00:00:00+00:00,23,13,2.0,2.0
2025-09-20 00:00:00+00:00,9,9,1.0,1.0
2025-09-21 00:00:00+00:00,4,4,1.0,1.0
2025-09-22 00:00:00+00:00,2,2,2.0,2.0
