url_path,views_total,views_unique
/dmorse/pscfpp,45,35
/dmorse/pscfpp/tree/master/examples/rpc/scf,13,4
/dmorse/pscfpp/tree/master/examples,11,4
/dmorse/pscfpp/tree/master/examples/rpc/scf/films/3D,9,1
/dmorse/pscfpp/tree/master/examples/rpc/scf/diblock,8,3
/dmorse/pscfpp/tree/master/examples/rpc/scf/films,5,1
/dmorse/pscfpp/commits/master,4,2
/dmorse/pscfpp/blob/master/examples/rpc/scf/sweep/chi/param,4,1
/dmorse/pscfpp/tree/master/examples/rpc/scf/sweep,4,1
/dmorse/pscfpp/tree/master/examples/rpc/scf/sweep/chi,4,1
