referrer,views_total,views_unique
pscf.cems.umn.edu,58,6
Google,11,5
github.com,8,4
Bing,5,2
books.googleusercontent.com,2,2
research.umn.edu,2,1
DuckDuckGo,1,1
chat-ai.tu-clausthal.de,1,1
