time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-04 00:00:00+00:00,1.0,1.0,6,1
2024-08-05 00:00:00+00:00,1.0,1.0,1,1
2024-08-06 00:00:00+00:00,1.0,1.0,13,3
2024-08-07 00:00:00+00:00,4.0,2.0,18,5
2024-08-08 00:00:00+00:00,2.0,2.0,4,3
2024-08-09 00:00:00+00:00,3.0,1.0,6,5
2024-08-10 00:00:00+00:00,3.0,1.0,1,1
2024-08-11 00:00:00+00:00,2.0,1.0,7,1
2024-08-12 00:00:00+00:00,,,172,9
2024-08-13 00:00:00+00:00,,,14,6
2024-08-14 00:00:00+00:00,,,4,2
2024-08-15 00:00:00+00:00,,,10,5
2024-08-16 00:00:00+00:00,,,1,1
