time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-01 00:00:00+00:00,5,2,,
2025-02-02 00:00:00+00:00,14,7,2.0,1.0
2025-02-03 00:00:00+00:00,2,2,4.0,3.0
2025-02-04 00:00:00+00:00,4,2,2.0,2.0
2025-02-05 00:00:00+00:00,5,2,7.0,5.0
2025-02-06 00:00:00+00:00,11,4,10.0,5.0
2025-02-07 00:00:00+00:00,9,5,4.0,1.0
2025-02-08 00:00:00+00:00,5,2,22.0,1.0
2025-02-09 00:00:00+00:00,4,3,2.0,2.0
2025-02-10 00:00:00+00:00,11,6,7.0,2.0
2025-02-11 00:00:00+00:00,3,2,3.0,3.0
2025-02-12 00:00:00+00:00,10,5,28.0,7.0
2025-02-13 00:00:00+00:00,16,5,17.0,5.0
