time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-24 00:00:00+00:00,4,2,49.0,4.0
2025-03-25 00:00:00+00:00,1,1,4.0,1.0
2025-03-26 00:00:00+00:00,4,2,8.0,2.0
2025-03-27 00:00:00+00:00,4,3,6.0,3.0
2025-03-28 00:00:00+00:00,33,7,17.0,5.0
2025-03-29 00:00:00+00:00,10,7,15.0,2.0
2025-03-30 00:00:00+00:00,5,3,2.0,2.0
2025-03-31 00:00:00+00:00,17,7,37.0,4.0
2025-04-01 00:00:00+00:00,2,2,11.0,4.0
2025-04-02 00:00:00+00:00,9,6,49.0,3.0
2025-04-03 00:00:00+00:00,4,4,31.0,7.0
2025-04-04 00:00:00+00:00,16,7,11.0,2.0
2025-04-05 00:00:00+00:00,26,11,28.0,2.0
2025-04-06 00:00:00+00:00,8,6,,
